Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
754,S92000003,P,1,2,1,1,1,1,1,3,6,X,X,X,X,X
755,S92000003,P,1,1,5,2,2,1,1,1,2,1,1,11,4,1
756,S92000003,P,1,2,6,2,2,1,2,1,1,1,2,11,3,2
759,S92000003,P,1,1,4,2,2,1,1,1,2,1,2,10,3,1
760,S92000003,P,1,2,5,2,2,1,1,1,1,1,2,10,2,1
764,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
767,S92000003,P,1,2,3,2,2,1,1,1,2,1,4,10,3,2
768,S92000003,P,3,1,1,1,1,1,1,1,1,X,X,X,X,X
769,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
770,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
771,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
774,S92000003,P,0,2,6,3,2,1,1,1,2,1,2,11,3,2
775,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
776,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
777,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
778,S92000003,P,1,2,1,1,2,1,1,1,9,X,X,X,X,X
779,S92000003,P,1,2,5,2,2,1,2,1,1,2,3,12,2,1
785,S92000003,P,2,2,4,1,2,2,1,1,2,1,1,11,3,2
786,S92000003,P,1,1,7,2,2,1,1,1,2,5,4,11,X,2
787,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,10,3,1
789,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
794,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
796,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
797,S92000003,P,0,2,5,1,2,1,2,1,2,1,3,11,1,2
798,S92000003,P,1,1,6,2,2,1,2,1,2,5,2,10,X,1
799,S92000003,P,1,2,8,2,2,1,1,1,1,5,4,11,X,2
801,S92000003,P,0,1,3,1,2,2,2,1,2,1,9,11,2,4
802,S92000003,P,1,1,2,1,2,1,2,1,1,1,5,10,3,1
804,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,10,1,1
806,S92000003,P,1,1,6,2,2,1,2,1,2,5,3,11,X,2
807,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
808,S92000003,P,1,1,5,2,2,1,1,1,1,1,1,11,3,1
809,S92000003,P,1,1,1,1,2,1,1,1,9,X,X,X,X,X
813,S92000003,P,0,2,6,5,2,1,1,1,2,5,2,10,X,1
814,S92000003,P,1,2,5,2,2,1,2,1,9,1,6,13,2,2
815,S92000003,P,1,2,3,2,2,1,1,1,1,1,2,11,2,2
822,S92000003,P,4,1,2,1,2,1,1,1,1,1,5,12,3,4
823,S92000003,P,1,1,7,2,2,1,4,1,2,5,9,1,X,4
827,S92000003,P,1,1,7,2,2,1,2,1,2,5,4,10,X,2
828,S92000003,P,0,1,7,1,2,2,1,1,9,5,2,10,X,1
831,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
834,S92000003,P,1,1,3,1,2,1,4,3,7,8,X,X,X,1
836,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,10,X,1
838,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
840,S92000003,P,4,2,4,3,2,1,2,1,2,1,6,11,2,3
843,S92000003,P,1,2,4,2,2,1,1,1,1,1,4,12,2,1
845,S92000003,P,2,2,3,1,2,1,1,1,1,1,2,11,3,1
846,S92000003,P,4,1,1,1,1,1,3,1,1,X,X,X,X,X
847,S92000003,P,5,2,1,1,2,1,1,1,1,X,X,X,X,X
848,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
849,S92000003,P,1,2,5,2,2,1,2,1,2,1,6,13,2,3
854,S92000003,P,1,2,5,2,2,1,1,1,9,1,6,10,2,2
856,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
858,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,11,2,1
859,S92000003,P,1,2,5,2,2,1,2,1,1,1,2,11,3,1
860,S92000003,P,0,2,4,4,2,1,1,1,9,1,5,12,3,3
861,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
862,S92000003,C,X,2,2,1,1,2,2,3,1,4,X,X,X,X
863,S92000003,C,X,2,2,1,1,2,2,3,1,6,X,X,X,X
868,S92000003,C,X,2,2,1,1,1,1,1,1,6,X,X,X,X
870,S92000003,C,X,2,2,1,1,2,2,3,1,6,X,X,X,X
871,S92000003,P,1,2,5,2,2,1,1,1,9,2,2,11,3,1
872,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,10,4,1
876,S92000003,C,X,1,2,1,1,1,2,1,1,6,X,X,X,X
878,S92000003,C,X,1,2,1,1,1,1,1,1,6,X,X,X,X
880,S92000003,C,X,1,2,1,1,1,1,1,1,6,2,10,X,X
883,S92000003,C,X,1,2,1,1,1,1,1,5,6,X,X,X,X
884,S92000003,C,X,1,2,1,1,2,1,3,3,6,X,X,X,X
885,S92000003,C,X,1,2,1,1,2,1,3,6,6,X,X,X,X
887,S92000003,C,X,1,2,1,1,1,1,1,1,6,X,X,X,X
888,S92000003,C,X,2,3,1,1,2,1,3,1,6,X,X,X,X
889,S92000003,C,X,1,2,1,1,2,1,1,1,6,4,13,X,X
891,S92000003,C,X,1,2,1,1,2,2,3,1,6,X,X,X,X
892,S92000003,C,X,2,3,1,1,2,2,1,2,4,1,13,3,X
893,S92000003,C,X,1,4,1,2,1,2,1,2,9,X,X,X,X
895,S92000003,P,1,2,6,2,2,1,1,1,2,1,9,10,2,3
896,S92000003,P,0,1,6,4,2,1,1,1,1,5,2,10,X,1
898,S92000003,P,1,1,7,2,2,1,4,1,2,5,9,1,X,4
899,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
900,S92000003,P,1,2,4,2,2,2,1,1,2,1,2,10,3,1
903,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
904,S92000003,P,1,1,4,2,2,1,2,1,1,1,2,10,3,1
906,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,1
910,S92000003,P,1,2,4,2,2,1,1,1,2,7,2,11,X,3
917,S92000003,P,5,1,1,1,1,1,1,1,2,X,X,X,X,X
918,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
923,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
926,S92000003,P,1,2,6,2,2,1,1,1,2,5,6,13,X,4
931,S92000003,P,2,1,2,1,2,1,1,1,2,1,2,10,1,1
933,S92000003,P,1,2,8,2,2,1,3,1,2,5,9,11,X,4
934,S92000003,P,4,2,2,1,2,1,1,1,9,3,X,X,X,4
935,S92000003,P,2,1,2,1,2,1,2,1,1,3,X,X,X,2
937,S92000003,P,1,2,3,1,2,1,3,1,9,1,4,13,3,3
938,S92000003,P,1,1,6,2,2,1,2,1,2,2,5,1,4,3
939,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
940,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,11,2,3
943,S92000003,P,1,2,3,2,2,1,1,1,2,1,4,11,3,3
945,S92000003,P,1,2,5,2,2,1,2,1,2,1,9,10,2,3
946,S92000003,P,0,2,4,1,2,1,2,1,2,1,2,10,4,1
948,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
949,S92000003,P,1,1,7,2,2,1,2,1,2,2,5,1,4,3
953,S92000003,P,5,1,6,1,2,1,2,1,2,2,5,1,4,3
954,S92000003,P,1,1,5,2,2,1,3,1,8,2,3,12,3,2
955,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
958,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
959,S92000003,P,1,2,3,2,2,1,1,1,2,2,2,1,3,1
960,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
961,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
962,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
965,S92000003,P,0,1,8,5,2,1,2,1,2,5,4,10,X,2
966,S92000003,P,2,2,4,1,2,1,1,1,1,7,6,1,X,3
967,S92000003,P,1,2,7,2,2,2,1,1,2,5,9,12,X,3
968,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
970,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
972,S92000003,P,0,1,1,1,2,1,1,1,2,X,X,X,X,X
974,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
977,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
980,S92000003,P,0,1,3,1,2,2,1,1,2,1,2,10,3,1
983,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
984,S92000003,P,1,2,6,2,2,1,3,1,9,1,2,10,3,2
987,S92000003,P,0,2,3,1,1,1,1,1,1,6,X,X,X,2
988,S92000003,P,0,2,4,1,2,2,2,1,2,1,9,1,3,4
989,S92000003,P,1,2,5,2,2,1,4,1,1,8,6,11,X,3
992,S92000003,P,1,1,8,2,2,1,2,1,2,5,2,11,X,1
995,S92000003,P,2,1,3,1,2,1,1,1,1,1,3,12,3,2
996,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
998,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
999,S92000003,P,1,1,2,1,1,2,1,1,2,6,X,X,X,2
1000,S92000003,P,0,2,3,1,2,1,1,1,2,1,2,10,2,1
1001,S92000003,P,1,2,7,2,2,1,1,1,2,5,5,1,X,3
1002,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
1004,S92000003,P,1,1,7,2,2,1,1,1,2,2,5,1,4,3
1007,S92000003,P,1,2,7,2,2,1,3,1,2,5,X,X,X,4
1013,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
1015,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1017,S92000003,P,0,2,7,5,2,1,3,1,1,5,9,10,X,4
1018,S92000003,P,3,2,2,1,1,1,1,1,2,6,X,X,X,3
1020,S92000003,P,1,2,4,2,2,1,2,1,2,1,2,11,2,1
1023,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
1024,S92000003,P,1,1,2,1,2,1,1,1,1,3,X,X,X,3
1027,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
1028,S92000003,P,4,2,3,3,2,1,1,1,1,1,6,11,2,3
1029,S92000003,P,1,2,6,2,2,1,3,1,2,9,6,11,X,4
1030,S92000003,P,1,2,6,2,2,1,1,1,2,1,4,10,2,1
1032,S92000003,P,2,1,5,1,2,1,3,1,1,9,X,X,X,4
1033,S92000003,P,2,2,3,2,2,1,1,1,1,1,9,10,2,3
1034,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1035,S92000003,P,1,2,6,2,2,1,2,1,1,5,6,11,X,4
1037,S92000003,P,2,1,2,1,2,1,1,1,2,1,5,1,4,1
1038,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,10,3,3
1044,S92000003,P,1,2,4,2,2,1,1,1,1,1,2,11,2,1
1047,S92000003,P,1,2,6,2,2,1,2,1,2,1,2,10,2,2
1051,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1054,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1063,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
1064,S92000003,P,4,1,1,1,1,1,1,1,9,X,X,X,X,X
1068,S92000003,P,0,2,5,4,2,1,1,1,1,1,1,12,3,1
1070,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
1071,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
1073,S92000003,P,4,1,2,1,2,1,1,1,2,3,X,X,X,4
1075,S92000003,C,X,1,2,1,1,1,1,1,1,4,X,X,X,X
1079,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
1080,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
1081,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1088,S92000003,P,4,1,1,1,1,1,3,1,2,X,X,X,X,X
1090,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
1091,S92000003,P,1,2,6,2,2,1,1,1,2,5,4,10,X,1
1092,S92000003,P,1,2,3,2,2,1,1,1,2,1,4,10,3,2
1094,S92000003,P,1,2,5,2,2,1,2,1,2,1,3,11,3,1
1097,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1098,S92000003,P,0,2,6,5,2,1,2,1,2,5,6,11,X,4
1100,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
1102,S92000003,P,1,1,5,2,2,1,1,1,9,1,8,10,3,3
1105,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
1107,S92000003,P,1,2,4,2,2,1,1,1,2,2,1,13,3,2
1108,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
1109,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
1113,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
1119,S92000003,P,0,2,6,4,2,1,3,1,2,1,2,11,3,1
1124,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
1125,S92000003,P,0,2,5,1,2,1,5,1,2,8,7,11,X,2
1126,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1127,S92000003,P,0,2,5,1,2,1,1,1,2,1,2,10,3,1
1131,S92000003,P,2,1,1,1,1,1,2,1,1,X,X,X,X,X
1133,S92000003,P,3,1,8,5,2,1,4,1,2,5,5,12,X,4
1136,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
1139,S92000003,P,1,2,1,1,1,1,3,1,2,X,X,X,X,X
1143,S92000003,P,1,1,1,1,1,2,1,3,2,X,X,X,X,X
1144,S92000003,P,4,2,2,1,1,1,1,1,1,6,X,X,X,4
1145,S92000003,P,1,2,4,2,2,1,1,1,2,1,9,11,3,4
1152,S92000003,P,1,2,1,1,2,2,1,3,4,X,X,X,X,X
1160,S92000003,P,1,1,4,2,2,1,1,1,2,1,2,10,3,1
1163,S92000003,P,0,1,7,1,2,1,3,1,2,5,3,11,X,2
1170,S92000003,P,4,1,1,1,2,1,1,1,2,X,X,X,X,X
1171,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1174,S92000003,P,2,1,1,1,2,1,1,1,2,X,X,X,X,X
1177,S92000003,P,1,1,2,1,2,1,4,1,1,8,X,X,X,2
1182,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
1185,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1189,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1193,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
1196,S92000003,P,1,2,6,2,2,1,5,1,2,5,6,11,X,4
1199,S92000003,P,1,2,6,2,2,1,3,1,2,5,6,11,X,4
1201,S92000003,P,4,2,5,4,2,1,1,1,2,1,6,10,2,4
1203,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
1206,S92000003,P,1,2,8,2,2,1,3,1,2,5,4,11,X,1
1209,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
1210,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
1211,S92000003,P,4,2,2,1,1,1,1,1,2,4,X,X,X,4
1212,S92000003,P,1,2,1,1,1,1,2,1,2,X,X,X,X,X
1213,S92000003,P,4,2,1,1,2,1,1,1,2,X,X,X,X,X
1215,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
1216,S92000003,P,1,2,7,2,2,1,3,1,9,5,4,11,X,4
1219,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
1220,S92000003,P,1,2,3,3,2,1,2,1,2,1,2,11,2,3
1223,S92000003,P,4,2,6,4,2,1,4,1,2,8,X,X,X,4
1224,S92000003,P,2,1,3,1,2,1,2,1,1,1,9,11,3,4
1226,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1227,S92000003,P,1,1,5,2,2,1,2,1,2,1,2,10,3,1
1229,S92000003,P,0,2,4,1,2,1,1,1,2,1,2,11,3,1
1231,S92000003,P,0,1,7,1,2,1,1,1,9,5,5,1,X,4
1232,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
1235,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
1236,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1237,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
1239,S92000003,P,1,2,6,2,2,1,1,1,2,2,1,12,4,2
1242,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
1243,S92000003,P,1,2,5,2,2,1,1,1,2,1,6,11,3,2
1244,S92000003,P,1,2,6,2,2,1,2,1,2,5,2,10,X,1
1245,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
1248,S92000003,P,0,1,4,1,2,1,1,1,9,1,2,11,2,1
1249,S92000003,P,0,1,8,1,2,1,3,1,2,5,9,10,X,4
1250,S92000003,P,1,2,4,2,2,1,2,1,2,1,6,11,2,3
1251,S92000003,P,1,1,5,2,2,1,1,1,2,2,2,11,4,1
1253,S92000003,P,2,2,3,1,2,1,1,1,2,1,6,11,2,4
1257,S92000003,P,1,2,5,2,2,1,3,1,2,7,9,1,X,4
1258,S92000003,P,1,1,2,1,2,1,1,1,1,1,1,1,3,4
1259,S92000003,P,1,2,2,1,2,1,1,1,2,1,2,11,3,3
1262,S92000003,P,1,1,5,2,2,1,2,1,1,1,2,10,3,1
1264,S92000003,P,1,2,1,1,1,1,1,2,6,X,X,X,X,X
1265,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
1267,S92000003,P,1,2,7,2,2,1,1,1,2,5,2,10,X,1
1268,S92000003,P,4,2,2,1,2,1,2,1,2,9,X,X,X,4
1269,S92000003,P,2,2,6,4,2,2,3,1,2,1,6,11,3,4
1270,S92000003,P,0,2,5,4,2,1,3,1,2,8,X,X,X,4
1272,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1274,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
1278,S92000003,P,3,2,1,1,1,1,1,1,9,X,X,X,X,X
1281,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
1290,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1293,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
1294,S92000003,P,4,2,1,1,2,1,2,1,1,X,X,X,X,X
1295,S92000003,P,1,2,2,1,2,1,1,1,2,1,3,12,3,1
1296,S92000003,P,1,1,7,2,2,1,1,1,9,1,8,11,2,4
1297,S92000003,P,1,2,5,2,2,1,2,1,1,1,2,11,2,2
1298,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1299,S92000003,P,4,1,1,1,2,1,2,1,1,X,X,X,X,X
1302,S92000003,P,1,2,7,2,2,1,3,1,2,5,6,11,X,3
1305,S92000003,P,1,1,3,1,2,1,4,1,2,8,X,X,X,3
1310,S92000003,P,2,2,4,1,2,1,2,1,2,1,6,13,2,3
1312,S92000003,P,1,2,6,2,2,1,1,1,2,7,6,13,X,3
1316,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
1317,S92000003,P,4,2,4,3,2,1,1,1,2,1,6,11,1,3
1320,S92000003,P,4,2,4,4,2,1,2,1,2,1,3,11,2,2
1322,S92000003,P,1,2,7,2,2,1,2,1,2,5,2,10,X,1
1324,S92000003,P,4,2,4,3,1,1,2,1,9,4,9,11,2,2
1326,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1328,S92000003,P,4,2,6,5,2,1,1,1,1,1,6,11,3,2
1329,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1330,S92000003,P,1,1,1,1,1,2,1,3,4,X,X,X,X,X
1331,S92000003,P,0,1,4,1,2,1,1,1,2,1,6,11,3,3
1334,S92000003,P,4,2,4,3,2,1,1,1,2,1,4,10,3,2
1338,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,1
1339,S92000003,P,1,1,7,2,2,1,3,1,2,5,3,13,X,2
1341,S92000003,P,2,2,5,4,2,1,1,1,2,1,2,10,3,2
1343,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
1345,S92000003,P,1,1,5,2,2,1,1,1,2,2,2,11,3,1
1347,S92000003,P,1,2,3,2,2,1,2,1,2,2,6,13,3,2
1353,S92000003,P,4,2,2,1,1,1,2,1,2,6,X,X,X,4
1357,S92000003,P,5,2,2,1,2,1,1,1,2,1,2,11,3,2
1358,S92000003,P,4,1,1,1,1,1,1,1,9,X,X,X,X,X
1359,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1364,S92000003,P,1,1,6,1,2,1,2,1,2,7,X,X,X,4
1370,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1371,S92000003,P,1,2,2,1,2,1,2,1,1,1,6,13,3,2
1380,S92000003,P,1,2,2,1,1,1,1,1,1,6,X,X,X,3
1381,S92000003,P,0,2,8,4,2,1,3,1,2,5,2,10,X,1
1382,S92000003,P,1,2,4,2,2,1,1,1,2,7,6,10,X,3
1386,S92000003,P,1,1,1,1,2,1,1,3,6,X,X,X,X,X
1389,S92000003,P,1,1,6,2,2,1,2,1,1,1,2,11,2,2
1393,S92000003,P,0,1,5,4,2,1,4,1,9,8,3,11,X,2
1394,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1395,S92000003,P,4,2,3,1,2,1,1,1,2,1,2,11,3,2
1404,S92000003,P,4,1,1,1,1,1,2,1,9,X,X,X,X,X
1408,S92000003,P,1,2,4,2,2,1,2,1,1,2,3,11,2,3
1412,S92000003,P,0,2,8,5,2,1,2,1,2,5,2,10,X,1
1415,S92000003,C,X,2,1,1,1,1,1,1,2,X,X,X,X,X
1416,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
1418,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
1422,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
1423,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
1424,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
1425,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,10,2,1
1428,S92000003,P,1,1,6,2,2,1,1,1,2,1,2,10,3,1
1429,S92000003,P,1,1,2,1,1,1,1,1,2,4,9,10,1,1
1430,S92000003,P,2,2,5,1,2,1,3,1,2,1,4,10,3,2
1432,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
1434,S92000003,P,2,2,6,1,2,1,2,1,1,1,4,11,3,2
1435,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
1436,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,10,X,1
1437,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1439,S92000003,P,0,2,6,4,2,1,4,1,1,5,2,11,X,2
1441,S92000003,P,1,2,7,2,2,1,3,1,2,1,9,10,2,4
1443,S92000003,P,4,1,1,1,2,1,2,5,1,X,X,X,X,X
1447,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1448,S92000003,P,3,1,1,1,2,1,1,1,9,X,X,X,X,X
1455,S92000003,P,1,1,5,2,2,1,1,1,2,1,9,1,3,4
1458,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1459,S92000003,P,1,2,5,2,2,1,1,1,9,1,2,10,2,1
1460,S92000003,P,1,1,6,2,2,1,1,1,9,1,1,11,3,1
1465,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1468,S92000003,P,4,1,2,1,1,1,2,1,2,6,X,X,X,4
1470,S92000003,P,3,1,2,1,1,1,1,1,2,6,X,X,X,4
1471,S92000003,P,1,2,6,2,2,1,2,1,9,1,6,11,2,3
1472,S92000003,P,1,1,8,2,2,1,4,1,9,5,9,11,X,4
1476,S92000003,P,1,2,5,2,2,1,1,1,2,1,9,11,2,3
1477,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,11,X,1
1478,S92000003,P,0,1,7,1,2,1,3,1,1,9,X,X,X,2
1480,S92000003,P,3,2,3,1,2,1,5,1,2,8,X,X,X,3
1483,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
1486,S92000003,P,1,2,6,2,2,1,1,1,2,1,9,10,2,4
1487,S92000003,P,4,2,5,4,2,1,1,1,2,1,2,13,1,1
1488,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
1489,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1493,S92000003,P,0,2,8,5,2,1,1,1,2,5,2,11,X,2
1494,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
1496,S92000003,P,1,1,8,2,2,1,2,1,2,1,2,11,4,1
1502,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
1508,S92000003,P,0,2,7,5,2,1,1,1,2,5,1,11,X,2
1509,S92000003,P,1,2,8,2,2,1,2,1,2,5,2,10,X,1
1510,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
1514,S92000003,P,1,2,2,1,2,1,1,1,2,9,X,X,X,2
1515,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
1516,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
1518,S92000003,P,4,2,3,1,2,2,1,5,2,7,6,11,X,4
1523,S92000003,P,0,1,8,1,2,1,2,1,1,5,1,10,X,1
1524,S92000003,P,0,2,3,1,2,1,1,1,2,1,4,11,3,2
1529,S92000003,P,1,1,3,2,2,1,1,1,1,1,2,11,3,1
1530,S92000003,P,1,2,3,2,2,2,1,3,1,6,6,11,X,1
1534,S92000003,P,1,1,3,2,2,2,1,1,2,1,2,11,3,1
1538,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
1539,S92000003,P,4,2,6,1,2,1,3,1,2,1,2,12,2,1
1540,S92000003,P,1,2,7,2,2,1,3,1,2,5,9,10,X,3
1542,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
1543,S92000003,P,2,2,6,4,2,1,1,1,2,1,6,11,2,2
1550,S92000003,P,0,1,4,1,2,1,2,1,2,1,3,10,3,2
1553,S92000003,P,5,1,2,1,1,2,2,1,2,6,X,X,X,2
1554,S92000003,P,1,2,1,1,1,1,1,3,2,X,X,X,X,X
1558,S92000003,P,1,2,4,2,2,1,2,1,1,1,4,12,2,3
1559,S92000003,P,4,2,1,1,2,1,1,1,9,X,X,X,X,X
1560,S92000003,P,1,2,1,1,1,2,1,1,2,X,X,X,X,X
1561,S92000003,P,0,1,2,1,2,1,1,1,9,1,9,12,3,4
1562,S92000003,P,0,1,4,1,2,2,2,3,2,1,2,11,4,1
1566,S92000003,P,1,2,5,2,2,1,1,1,2,1,1,11,4,1
1568,S92000003,P,0,2,6,4,2,1,3,1,2,8,X,X,X,4
1572,S92000003,P,1,2,1,1,2,1,2,1,2,X,X,X,X,X
1573,S92000003,C,X,2,5,3,2,1,3,1,1,8,X,X,X,X
1575,S92000003,P,1,2,3,2,2,1,2,1,1,1,3,11,2,2
